,,,,,FIRST,MIDDLE,LAST,SUFFIX,,,
PRATT,Pratt Ward 5,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,366,00005A
PRATT,Township 6,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,191,000060
PRATT,Township 7,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,109,000070
PRATT,Township 8,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,44,000080
PRATT,Township 9,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,103,000090
PRATT,Township 10,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,39,000100
PRATT,Township 11,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,101,000110
PRATT,Township 12,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,382,00012A
RAWLINS,Achilles Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,28,000010
RAWLINS,Atwood City Precinct 1 East,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,123,000020
RAWLINS,Atwood City Precinct 1 North,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,58,000030
RAWLINS,Atwood City Precinct 1 West,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,73,000040
RAWLINS,Atwood City Precinct 2,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,320,000050
RAWLINS,Atwood Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,13,000060
RAWLINS,Driftwood Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,38,000070
RAWLINS,East Center,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,65,000080
RAWLINS,Herl Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,99,00009A
RAWLINS,Herl Township South,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,0,00009B
RAWLINS,Herndon City,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,60,000100
RAWLINS,Jefferson Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,14,000110
RAWLINS,Ludell Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,49,000120
RAWLINS,McDonald City,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,69,000130
RAWLINS,Mirage Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,26,000140
RAWLINS,Rocewood Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,145,000150
RAWLINS,Union Township,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,28,000160
RAWLINS,West Center,Kansas House of Representatives,120,"Cassidy, Ward M. ",Ward,M.,Cassidy,,Republican,90,000170
RENO,Albion Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,319,000010
RENO,Arlington Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,78,000020
RENO,Arlington Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,132,000020
RENO,Bell Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,7,000030
RENO,Bell Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,23,000030
RENO,Castleton Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,128,000040
RENO,Center Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,58,000050
RENO,Center Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,115,000050
RENO,Enterprise Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,27,000060
RENO,Enterprise Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,43,000060
RENO,Grant Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,274,000070
RENO,Grant Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,497,000070
RENO,Grove Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,1,000080
RENO,Grove Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,19,000080
RENO,Haven Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,590,000090
RENO,Hayes Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,8,000100
RENO,Hayes Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,30,000100
RENO,Huntsville Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,23,000110
RENO,Huntsville Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,35,000110
RENO,Hutchinson Precinct 02,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,118,000130
RENO,Hutchinson Precinct 02,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,62,000130
RENO,Hutchinson Precinct 03,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,106,000140
RENO,Hutchinson Precinct 03,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,33,000140
RENO,Hutchinson Precinct 04,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,726,000150
RENO,Hutchinson Precinct 05,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,223,000160
RENO,Hutchinson Precinct 05,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,128,000160
RENO,Hutchinson Precinct 06,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,208,000170
RENO,Hutchinson Precinct 06,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,106,000170
RENO,Hutchinson Precinct 07,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,281,000180
RENO,Hutchinson Precinct 07,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,161,000180
RENO,Hutchinson Precinct 09,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,387,000200
RENO,Hutchinson Precinct 09,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,222,000200
RENO,Hutchinson Precinct 10,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,609,000210
RENO,Hutchinson Precinct 11,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,629,000220
RENO,Hutchinson Precinct 12,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,378,000230
RENO,Hutchinson Precinct 13,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,437,000240
RENO,Hutchinson Precinct 14,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,246,000250
RENO,Hutchinson Precinct 14,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,132,000250
RENO,Hutchinson Precinct 15,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,163,000260
RENO,Hutchinson Precinct 15,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,69,000260
RENO,Hutchinson Precinct 16,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,317,000270
RENO,Hutchinson Precinct 16,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,137,000270
RENO,Hutchinson Precinct 17,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,463,000280
RENO,Hutchinson Precinct 18,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,126,000290
RENO,Hutchinson Precinct 18,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,65,000290
RENO,Hutchinson Precinct 19,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,153,000300
RENO,Hutchinson Precinct 19,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,81,000300
RENO,Hutchinson Precinct 20,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,252,000310
RENO,Hutchinson Precinct 20,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,133,000310
RENO,Hutchinson Precinct 21,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,258,000320
RENO,Hutchinson Precinct 22,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,561,000330
RENO,Hutchinson Precinct 24,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,469,000350
RENO,Hutchinson Precinct 25,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,198,000360
RENO,Hutchinson Precinct 25,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,105,000360
RENO,Hutchinson Precinct 26,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,143,00037A
RENO,Hutchinson Precinct 26,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,60,00037A
RENO,Hutchinson Precinct 26 Exclave,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,23,00037B
RENO,Hutchinson Precinct 26 Exclave,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,8,00037B
RENO,Hutchinson Precinct 27,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,343,000380
RENO,Hutchinson Precinct 28,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,763,00039A
RENO,Hutchinson Precinct 28 Exclave,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,330,00039B
RENO,Hutchinson Precinct 29,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,238,000400
RENO,Hutchinson Precinct 29,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,125,000400
RENO,Hutchinson Precinct 30,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,146,000410
RENO,Hutchinson Precinct 30,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,66,000410
RENO,Hutchinson Precinct 31,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,300,000420
RENO,Hutchinson Precinct 32,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,97,000430
RENO,Langdon Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,19,000440
RENO,Langdon Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,30,000440
RENO,Lincoln Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,154,000450
RENO,Little River Township,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,866,000460
RENO,Loda Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,16,000470
RENO,Loda Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,28,000470
RENO,Medford Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,23,000480
RENO,Medford Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,58,000480
RENO,Medora Township,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,721,000490
RENO,Miami Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,43,000500
RENO,Miami Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,115,000500
RENO,Nickerson Ward 1,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,82,000510
RENO,Nickerson Ward 1,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,80,000510
RENO,Nickerson Ward 2,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,44,000520
RENO,Nickerson Ward 2,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,56,000520
RENO,Nickerson Ward 3,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,56,000530
RENO,Nickerson Ward 3,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,69,000530
RENO,Ninnescah Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,80,000540
RENO,North Clay Township,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,398,00055A
RENO,North Reno Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,288,000560
RENO,North Reno Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,395,000560
RENO,Plevna Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,26,000570
RENO,Plevna Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,86,000570
RENO,Roscoe Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,43,000580
RENO,Salt Creek Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,49,000590
RENO,Salt Creek Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,122,000590
RENO,South Clay Township Enclave,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,0,00060B
RENO,South Hutchinson Precinct 1,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,121,000610
RENO,South Hutchinson Precinct 1,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,106,000610
RENO,South Hutchinson Precinct 2,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,175,000620
RENO,South Hutchinson Precinct 2,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,248,000620
RENO,South Hutchinson Precinct 3,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,126,000630
RENO,South Hutchinson Precinct 3,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,152,000630
RENO,South Reno Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,51,000640
RENO,South Reno Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,74,000640
RENO,Sumner Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,246,000650
RENO,Sylvia Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,36,000660
RENO,Sylvia Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,106,000660
RENO,Troy Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,23,000670
RENO,Troy Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,39,000670
RENO,Valley Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,343,000680
RENO,Walnut Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,11,000690
RENO,Walnut Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,37,000690
RENO,Westminister Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,34,000700
RENO,Westminister Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,69,000700
RENO,Yoder Township,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,218,000710
RENO,Hutchinson Precinct 01 H102,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,167,120020
RENO,Hutchinson Precinct 01 H102,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,63,120020
RENO,Hutchinson Precinct 01 H114,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,10,120030
RENO,Hutchinson Precinct 01 H114,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,1,120030
RENO,South Clay Township H101,Kansas House of Representatives,101,"Seiwert, Joe  ",Joe,,Seiwert,,Republican,415,120040
RENO,South Clay Township Clay H102 A,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,2,12005A
RENO,South Clay Township Clay H102 A,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,2,12005A
RENO,South Clay Township H102,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,0,120050
RENO,South Clay Township H102,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,1,120050
RENO,Hutchinson Precinct 08 H101,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,141,200010
RENO,Hutchinson Precinct 08 H101,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,82,200010
RENO,Hutchinson Precinct 35,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,123,200020
RENO,Hutchinson Precinct 35,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,64,200020
RENO,Hutchinson Precinct 23 Exclave,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,178,200030
RENO,Hutchinson Precinct 23 H104,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,722,200040
RENO,Hutchinson Precinct 33,Kansas House of Representatives,104,"Becker, Steven R. ",Steven,R.,Becker,,Republican,159,200050
RENO,Hutchinson Precinct 34,Kansas House of Representatives,102,"Pauls, Jan  ",Jan,,Pauls,,Democratic,56,200060
RENO,Hutchinson Precinct 34,Kansas House of Representatives,102,"Bass, Dakota  ",Dakota,,Bass,,Republican,18,200060
REPUBLIC,Albion Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,39,000010
REPUBLIC,Albion Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,37,000010
REPUBLIC,Beaver Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,27,000020
REPUBLIC,Beaver Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,19,000020
REPUBLIC,Belleville Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,62,000030
REPUBLIC,Belleville Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,77,000030
REPUBLIC,Belleville Ward 1,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,198,000040
REPUBLIC,Belleville Ward 1,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,158,000040
REPUBLIC,Belleville Ward 2,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,223,00005A
REPUBLIC,Belleville Ward 2,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,179,00005A
REPUBLIC,Belleville Ward 2 Exclave Airport,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,0,00005B
REPUBLIC,Belleville Ward 2 Exclave Airport,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,0,00005B
REPUBLIC,Belleville Ward 3,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,101,00006A
REPUBLIC,Belleville Ward 3,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,95,00006A
REPUBLIC,Belleville Ward 3 Exclave Cemetery,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,0,00006B
REPUBLIC,Belleville Ward 3 Exclave Cemetery,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,0,00006B
REPUBLIC,Big Bend Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,38,000070
REPUBLIC,Big Bend Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,49,000070
REPUBLIC,Courtland Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,154,000080
REPUBLIC,Courtland Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,77,000080
REPUBLIC,Elk Creek Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,37,000090
REPUBLIC,Elk Creek Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,43,000090
REPUBLIC,Fairview Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,50,000100
REPUBLIC,Fairview Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,39,000100
REPUBLIC,Farmington Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,10,000110
REPUBLIC,Farmington Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,23,000110
REPUBLIC,Freedom Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,48,00012A
REPUBLIC,Freedom Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,61,00012A
REPUBLIC,Freedom Township Enclave,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,0,00012B
REPUBLIC,Freedom Township Enclave,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,0,00012B
REPUBLIC,Grant Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,18,000130
REPUBLIC,Grant Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,19,000130
REPUBLIC,Jefferson Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,36,000140
REPUBLIC,Jefferson Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,19,000140
REPUBLIC,Liberty Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,18,000150
REPUBLIC,Liberty Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,15,000150
REPUBLIC,Lincoln Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,24,000160
REPUBLIC,Lincoln Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,24,000160
REPUBLIC,Norway Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,32,000170
REPUBLIC,Norway Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,44,000170
REPUBLIC,Richland Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,94,000180
REPUBLIC,Richland Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,54,000180
REPUBLIC,Rose Creek Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,38,000190
REPUBLIC,Rose Creek Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,33,000190
REPUBLIC,Scandia Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,146,000200
REPUBLIC,Scandia Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,98,000200
REPUBLIC,Union Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,10,000210
REPUBLIC,Union Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,11,000210
REPUBLIC,Washington Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,19,000220
REPUBLIC,Washington Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,26,000220
REPUBLIC,White Rock Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,20,000230
REPUBLIC,White Rock Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,28,000230
RICE,Atlanta Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,64,000010
RICE,Bell Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,1,000020
RICE,Center Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,43,000030
RICE,East Washington Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,13,000040
RICE,East Washington Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,47,000040
RICE,Eureka Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,21,000050
RICE,Farmer Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,139,000060
RICE,Galt Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,42,000070
RICE,Harrison Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,81,000080
RICE,Lincoln Township,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,146,000090
RICE,Lyons Ward 1,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,357,000100
RICE,Lyons Ward 2,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,225,000110
RICE,Lyons Ward 3,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,185,000120
RICE,Lyons Ward 4,Kansas House of Representatives,113,"Christmann, Marshall  ",Marshall,,Christmann,,Republican,208,000130
RICE,Mitchell Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,65,000140
RICE,Odessa Township,Kansas House of Representatives,108,"Johnson, Steven  ",Steven,,Johnson,,Republican,28,000150
