Offical Election Results
Douglas County
Contest Name,Candidate Name,Party,Advanced Voting Votes,Absentee Ballots Votes,Election Day Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast
"Precinct 3 Committeewoman","Medina Salaty","Democratic","0","0","1","0","1","1","1","137"
"Precinct 3 Committeewoman","Traci DePriest","Republican","0","0","1","0","1","1","1","2"
"Precinct 3 Committeewoman","WRITE-IN 417","","0","0","1","0","1","1","1","2"
"Precinct 4 Committeewoman","Rachel Stumblingbear","Democratic","29","0","70","2","101","1","1","102"
"Precinct 4 Committeewoman","Daisy H Washdoj","Democratic","0","0","1","0","1","1","1","102"
"Precinct 4 Committeewoman","WRITE-IN 419","","0","0","0","0","0","1","1","102"
"Precinct 4 Committeewoman","WRITE-IN 420","","0","0","1","0","1","1","1","1"
"Precinct 5 Committeewoman","WRITE-IN 422","","0","0","1","0","1","1","1","1"
"Precinct 5 Committeewoman","WRITE-IN 423","","0","0","2","0","2","1","1","3"
"Precinct 5 Committeewoman","Steve DeVillier","Republican","0","0","1","0","1","1","1","3"
"Precinct 6 Committeewoman","WRITE-IN 425","","4","0","6","0","10","1","1","18"
"Precinct 6 Committeewoman","Nancy Brune","Democratic","0","0","2","0","2","1","1","18"
"Precinct 6 Committeewoman","Gail Courtright","Democratic","0","0","1","0","1","1","1","18"
"Precinct 6 Committeewoman","Charles Murphy","Democratic","0","0","1","0","1","1","1","18"
"Precinct 6 Committeewoman","Will Westall","Democratic","0","0","1","0","1","1","1","18"
"Precinct 6 Committeewoman","Samantha Bell","Democratic","0","0","1","0","1","1","1","18"
"Precinct 6 Committeewoman","Elizabeth Tiemann","Democratic","0","0","1","0","1","1","1","18"
"Precinct 6 Committeewoman","Bhabinia Tubbs","Democratic","0","0","1","0","1","1","1","18"
"Precinct 6 Committeewoman","WRITE-IN 426","","0","0","0","0","0","1","101","0"
"Precinct 7 Committeewoman","WRITE-IN 428","","2","0","2","0","4","1","1","9"
"Precinct 7 Committeewoman","Ladybird Dennet-Smith","Democratic","0","0","2","0","2","1","1","9"
"Precinct 7 Committeewoman","Marcia Epstein","Democratic","0","0","1","0","1","1","1","9"
"Precinct 7 Committeewoman","Suzanne Wikle","Democratic","0","0","1","0","1","1","1","9"
"Precinct 7 Committeewoman","Micha Cox","Democratic","0","0","1","0","1","1","1","9"
"Precinct 7 Committeewoman","WRITE-IN 429","","0","0","0","0","0","1","101","0"
"Precinct 8 Committeewoman","Marci Francisco","Democratic","25","0","38","2","65","1","1","67"
"Precinct 8 Committeewoman","Jamie Ritchie","Democratic","0","0","1","0","1","1","1","67"
"Precinct 8 Committeewoman","WRITE-IN 431","","0","0","1","0","1","1","1","67"
"Precinct 8 Committeewoman","Anni Castle","Republican","0","0","1","0","1","1","1","2"
"Precinct 8 Committeewoman","WRITE-IN 432","","0","0","1","0","1","1","1","2"
"Precinct 9 Committeewoman","Bridgette West-Williams","Democratic","26","0","38","1","65","1","1","67"
"Precinct 9 Committeewoman","Brianna Wessling","Democratic","0","0","1","0","1","1","1","67"
"Precinct 9 Committeewoman","WRITE-IN 434","","0","0","1","0","1","1","1","67"
"Precinct 9 Committeewoman","WRITE-IN 435","","0","0","0","0","0","1","101","0"
"Precinct 10 Committeewoman","WRITE-IN 437","","0","0","0","0","0","1","101","0"
"Precinct 10 Committeewoman","WRITE-IN 438","","0","0","0","0","0","1","101","0"
"Precinct 11 Committeewoman","Deborah S. Burns","Democratic","13","0","51","0","64","1","1","117"
"Precinct 11 Committeewoman","Sage McHenry","Democratic","5","0","48","0","53","1","1","117"
"Precinct 11 Committeewoman","WRITE-IN 440","","0","0","0","0","0","1","1","117"
"Precinct 11 Committeewoman","Lois Ammel","Republican","2","0","10","0","12","1","1","12"
"Precinct 11 Committeewoman","WRITE-IN 441","","0","0","0","0","0","1","1","12"
"Precinct 12 Committeewoman","WRITE-IN 443","","1","0","6","0","7","1","1","12"
"Precinct 12 Committeewoman","David Burress","Democratic","0","0","1","0","1","1","1","12"
"Precinct 12 Committeewoman","Barbara Ballard","Democratic","0","0","1","0","1","1","1","12"
"Precinct 12 Committeewoman","Karen Schomo","Democratic","0","0","1","0","1","1","1","12"
"Precinct 12 Committeewoman","Kimberly Millsap","Democratic","0","0","1","0","1","1","1","12"
"Precinct 12 Committeewoman","Christy Daughenbaugh","Democratic","0","0","1","0","1","1","1","12"
"Precinct 12 Committeewoman","WRITE-IN 444","","0","0","0","0","0","1","101","0"
"Precinct 13 Committeewoman","Magdalene Carttar Brooke","Democratic","44","0","156","0","200","1","1","203"
"Precinct 13 Committeewoman","WRITE-IN 446","","1","0","1","0","2","1","1","203"
"Precinct 13 Committeewoman","Sandra J. White","Democratic","0","0","1","0","1","1","1","203"
"Precinct 13 Committeewoman","Rachel Price","Republican","4","0","33","0","37","1","1","38"
"Precinct 13 Committeewoman","WRITE-IN 447","","0","0","1","0","1","1","1","38"
"Precinct 14 H10 Committeewoman","Chaconie Baker","Democratic","31","0","86","0","117","1","1","119"
"Precinct 14 H10 Committeewoman","Lily Aldrin","Democratic","0","0","1","0","1","1","1","119"
"Precinct 14 H10 Committeewoman","WRITE-IN 449","","0","0","1","0","1","1","1","119"
"Precinct 14 H10 Committeewoman","Riley Davis","Republican","7","0","28","0","35","1","1","36"
"Precinct 14 H10 Committeewoman","Susan D Carden","Republican","0","0","1","0","1","1","1","36"
"Precinct 14 H10 Committeewoman","WRITE-IN 450","","0","0","0","0","0","1","1","36"
"Precinct 14 H44 Committeewoma","WRITE-IN 1022","","3","0","3","0","6","1","1","9"
"Precinct 14 H44 Committeewoma","Pamela Blome","Democratic","0","0","1","0","1","1","1","9"
"Precinct 14 H44 Committeewoma","Barb Black","Democratic","0","0","1","0","1","1","1","9"
"Precinct 14 H44 Committeewoma","Suzanne Valdez","Democratic","0","0","1","0","1","1","1","9"
"Precinct 14 H44 Committeewoma","WRITE-IN 1021","","0","0","2","0","2","1","1","4"
"Precinct 14 H44 Committeewoma","Peggy White","Republican","0","0","1","0","1","1","1","4"
"Precinct 14 H44 Committeewoma","Juli Pavy","Republican","0","0","1","0","1","1","1","4"
"Precinct 15 Committeewoman","Katherine K. Berkowitz","Democratic","51","0","129","1","181","1","1","183"
"Precinct 15 Committeewoman","Susan Keim","Democratic","0","0","1","0","1","1","1","183"
"Precinct 15 Committeewoman","WRITE-IN 452","","0","0","1","0","1","1","1","183"
"Precinct 15 Committeewoman","Cynthia (Cindy) Folks","Republican","6","0","14","0","20","1","1","20"
"Precinct 15 Committeewoman","WRITE-IN 453","","0","0","0","0","0","1","1","20"
"Precinct 16 Committeewoman","WRITE-IN 455","","1","0","18","0","19","1","1","40"
"Precinct 16 Committeewoman","Lori Jo Phillips","Democratic","0","0","14","0","14","1","1","40"
"Precinct 16 Committeewoman","Scott Summers","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Erin Wyatt","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Jeanette Wather","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Deborah K Meyer","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Kathy Savage","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Rachel Beckley","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Marge Banks","Democratic","0","0","1","0","1","1","1","40"
"Precinct 16 Committeewoman","Stephanie Calandrine","Republican","0","0","1","0","1","1","1","2"
"Precinct 16 Committeewoman","WRITE-IN 456","","0","0","1","0","1","1","1","2"
"Precinct 17 Committeewoman","WRITE-IN 458","","3","0","7","0","10","1","1","18"
"Precinct 17 Committeewoman","Bonnie rose","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Hind Rajab","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Diane Toplikar","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Kelly Boucher","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Jamie Larsen","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Lily Romero","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Jo Ella Hoya","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Martha Burbank","Democratic","0","0","1","0","1","1","1","18"
"Precinct 17 Committeewoman","Michelle Eagleman","Republican","7","0","45","0","52","1","1","54"
"Precinct 17 Committeewoman","J Marlelow","Republican","0","0","1","0","1","1","1","54"
"Precinct 17 Committeewoman","WRITE-IN 459","","0","0","1","0","1","1","1","54"
"Precinct 18 Committeewoman","WRITE-IN 461","","3","0","6","1","10","1","1","20"
"Precinct 18 Committeewoman","Malia Stockam","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Cheryl Frisbie","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Roger Powell","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Lisa A Elder","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Chad Lawhorn","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Sherri Hamm","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Carmela Sibley","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Amanda Voth","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Teresa L. Malary","Democratic","0","0","1","0","1","1","1","20"
"Precinct 18 Committeewoman","Laura Higbe","Democratic","0","0","0","1","1","1","1","20"
"Precinct 18 Committeewoman","Phyllis A. Terry","Republican","15","0","33","0","48","1","1","52"
"Precinct 18 Committeewoman","WRITE-IN 462","","1","0","1","0","2","1","1","52"
"Precinct 18 Committeewoman","Peggy Johnson","Republican","0","0","1","0","1","1","1","52"
"Precinct 18 Committeewoman","Carmela Sibley","Republican","0","0","1","0","1","1","1","52"
"Precinct 19 Committeewoman","Norine Spears","Democratic","37","0","111","0","148","1","1","151"
"Precinct 19 Committeewoman","Ron Gaches","Democratic","0","0","1","0","1","1","1","151"
"Precinct 19 Committeewoman","Beth E. McDermott Harrington","Democratic","0","0","1","0","1","1","1","151"
"Precinct 19 Committeewoman","WRITE-IN 464","","0","0","1","0","1","1","1","151"
"Precinct 19 Committeewoman","Linda Sue Campbell","Republican","14","0","55","0","69","1","1","76"
"Precinct 19 Committeewoman","WRITE-IN 465","","0","0","3","0","3","1","1","76"
"Precinct 19 Committeewoman","Thomas Jefferson","Republican","0","0","1","0","1","1","1","76"
"Precinct 19 Committeewoman","Nick Meng","Republican","0","0","1","0","1","1","1","76"
"Precinct 19 Committeewoman","Sarah Hill","Republican","0","0","1","0","1","1","1","76"
"Precinct 19 Committeewoman","Connor Hughes","Republican","0","0","1","0","1","1","1","76"
"Precinct 20 Committeewoman","WRITE-IN 467","","5","0","9","1","15","1","1","28"
"Precinct 20 Committeewoman","Linda Mannering","Democratic","0","0","3","0","3","1","1","28"
"Precinct 20 Committeewoman","Jorgina Ross","Democratic","0","0","2","0","2","1","1","28"
"Precinct 20 Committeewoman","Diane Low","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Brynne Schellenger","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Kathleen Campbell","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Cynthia Walters","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Doris Day","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Jenna Bellarmine","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Vicky McCurdy","Democratic","0","0","1","0","1","1","1","28"
"Precinct 20 Committeewoman","Kerry Warren","Democratic","0","0","0","1","1","1","1","28"
"Precinct 20 Committeewoman","WRITE-IN 468","","0","0","4","0","4","1","1","7"
"Precinct 20 Committeewoman","Alexandra M. Thompson","Republican","0","0","1","0","1","1","1","7"
"Precinct 20 Committeewoman","Marylee Southard","Republican","0","0","1","0","1","1","1","7"
"Precinct 20 Committeewoman","Judy Brown","Republican","0","0","1","0","1","1","1","7"
"Precinct 21 Committeewoman","Caroline Grootes","Democratic","56","0","69","1","126","1","1","130"
"Precinct 21 Committeewoman","WRITE-IN 470","","2","0","0","0","2","1","1","130"
"Precinct 21 Committeewoman","Jan Dean","Democratic","0","0","1","0","1","1","1","130"
"Precinct 21 Committeewoman","Paula Martin","Democratic","0","0","1","0","1","1","1","130"
"Precinct 21 Committeewoman","WRITE-IN 471","","0","0","0","0","0","1","101","0"
"Precinct 22 Committeewoman","WRITE-IN 473","","1","0","3","0","4","1","1","5"
"Precinct 22 Committeewoman","Tabitha Hosford","Democratic","0","0","1","0","1","1","1","5"
"Precinct 22 Committeewoman","Rylie Bertels","Republican","1","0","23","0","24","1","1","24"
"Precinct 22 Committeewoman","WRITE-IN 474","","0","0","0","0","0","1","1","24"
"Precinct 23 Committeewoman","WRITE-IN 476","","1","0","5","1","7","1","1","12"
"Precinct 23 Committeewoman","Mary Lou Wright","Democratic","0","0","1","0","1","1","1","12"
"Precinct 23 Committeewoman","Lola Orth-Lopes","Democratic","0","0","1","0","1","1","1","12"
"Precinct 23 Committeewoman","Janathan W. Latham","Democratic","0","0","1","0","1","1","1","12"
"Precinct 23 Committeewoman","Amy Kelly","Democratic","0","0","1","0","1","1","1","12"
"Precinct 23 Committeewoman","Suzy Gree","Democratic","0","0","1","0","1","1","1","12"
"Precinct 23 Committeewoman","Anna Fuller","Republican","3","0","29","0","32","1","1","32"
"Precinct 23 Committeewoman","WRITE-IN 477","","0","0","0","0","0","1","1","32"
"Precinct 24 Committeewoman","WRITE-IN 479","","3","0","5","0","8","1","1","16"
"Precinct 24 Committeewoman","Janel Leitch","Democratic","0","0","3","0","3","1","1","16"
"Precinct 24 Committeewoman","Adina Morse","Democratic","0","0","2","0","2","1","1","16"
"Precinct 24 Committeewoman","Kate White","Democratic","0","0","1","0","1","1","1","16"
"Precinct 24 Committeewoman","Rhonda Taylor","Democratic","0","0","1","0","1","1","1","16"
"Precinct 24 Committeewoman","Jaime Jones","Democratic","0","0","1","0","1","1","1","16"
"Precinct 24 Committeewoman","Sonja Benson","Republican","4","0","15","0","19","1","1","19"
"Precinct 24 Committeewoman","WRITE-IN 480","","0","0","0","0","0","1","1","19"
"Precinct 25 H10 Committeewoman","Rebecca Mason","Democratic","0","0","1","0","1","1","1","1"
"Precinct 25 H10 Committeewoman","Rebecca Crumley","Democratic","0","0","0","0","0","1","1","1"
"Precinct 25 H10 Committeewoman","Cassidy Harden","Democratic","0","0","0","0","0","1","1","1"
"Precinct 25 H10 Committeewoman","Jennifer Gapetz","Democratic","0","0","0","0","0","1","1","1"
"Precinct 25 H10 Committeewoman","Suzanne Valdez","Democratic","0","0","0","0","0","1","1","1"
"Precinct 25 H10 Committeewoman","WRITE-IN 1168","","0","0","0","0","0","1","1","1"
"Precinct 25 H10 Committeewoman","WRITE-IN 1167","","0","0","0","0","0","1","101","0"
"Precinct 25 H46 Committeewoman","WRITE-IN 482","","1","0","3","0","4","1","1","8"
"Precinct 25 H46 Committeewoman","Rebecca Crumley","Democratic","0","0","1","0","1","1","1","8"
"Precinct 25 H46 Committeewoman","Cassidy Harden","Democratic","0","0","1","0","1","1","1","8"
"Precinct 25 H46 Committeewoman","Jennifer Gapetz","Democratic","0","0","1","0","1","1","1","8"
"Precinct 25 H46 Committeewoman","Suzanne Valdez","Democratic","0","0","1","0","1","1","1","8"
"Precinct 25 H46 Committeewoman","WRITE-IN 483","","0","0","0","0","0","1","101","0"
"Precinct 26 H10 Committeewoman","WRITE-IN 1171","","1","0","6","0","7","1","1","14"
"Precinct 26 H10 Committeewoman","Deborah Altus","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","Linda Wedge","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","Stephanie Harms","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","John White","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","Angela Slater","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","Leslie Milton","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","Melissa Parson","Democratic","0","0","1","0","1","1","1","14"
"Precinct 26 H10 Committeewoman","Aiden Logan","Republican","0","0","1","0","1","1","1","2"
"Precinct 26 H10 Committeewoman","WRITE-IN 1170","","0","0","1","0","1","1","1","2"
"Precinct 26 H46 Committeewoman","WRITE-IN 485","","0","0","0","0","0","1","101","0"
"Precinct 26 H46 Committeewoman","WRITE-IN 486","","0","0","0","0","0","1","101","0"
"Precinct 27 Committeewoman","WRITE-IN 488","","1","0","6","0","7","1","1","14"
"Precinct 27 Committeewoman","Whitney Leigh Bell","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Heidi Webb","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Elizabeth Keever","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Cindy Oliver","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Laura Zimney","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Sydney Reed-Schall","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Melody Brannon","Democratic","0","0","1","0","1","1","1","14"
"Precinct 27 Committeewoman","Jeam M Pfeifer","Republican","0","0","1","0","1","1","1","2"
"Precinct 27 Committeewoman","WRITE-IN 489","","0","0","1","0","1","1","1","2"
"Precinct 28 Committeewoman","WRITE-IN 491","","2","0","6","0","8","1","1","17"
"Precinct 28 Committeewoman","Hilary Carter","Democratic","0","0","3","0","3","1","1","17"
"Precinct 28 Committeewoman","Kellie Pratt","Democratic","0","0","2","0","2","1","1","17"
"Precinct 28 Committeewoman","C. Grace MacMillan","Democratic","0","0","1","0","1","1","1","17"
"Precinct 28 Committeewoman","Spencer Goertz-Giffen","Democratic","0","0","1","0","1","1","1","17"
"Precinct 28 Committeewoman","Lisa Boley","Democratic","0","0","1","0","1","1","1","17"
"Precinct 28 Committeewoman","Deborah Newbie","Democratic","0","0","1","0","1","1","1","17"
"Precinct 28 Committeewoman","Ray Pence (Mizumura)","Democratic","0","0","0","0","0","1","1","17"
"Precinct 28 Committeewoman","Samuel B. Carter","Democratic","0","0","0","0","0","1","1","17"
"Precinct 28 Committeewoman","WRITE-IN 492","","1","0","0","0","1","1","101","1"
"Precinct 28 Committeewoman","Richard Todd","Republican","0","0","0","0","0","1","101","1"
"Precinct 29 Committeewoman","Kathryn Nemeth Tuttle","Democratic","24","0","86","3","113","1","1","114"
"Precinct 29 Committeewoman","WRITE-IN 494","","1","0","0","0","1","1","1","114"
"Precinct 29 Committeewoman","WRITE-IN 495","","0","0","1","0","1","1","1","1"
"Precinct 30 Committeewoman","WRITE-IN 500","","0","0","4","0","4","1","1","8"
"Precinct 30 Committeewoman","Christina Haswood","Democratic","0","0","1","0","1","1","1","8"
"Precinct 30 Committeewoman","Beryl Ann New","Democratic","0","0","1","0","1","1","1","8"
"Precinct 30 Committeewoman","Hannah Imrie","Democratic","0","0","1","0","1","1","1","8"
"Precinct 30 Committeewoman","Ellie Wooten","Democratic","0","0","1","0","1","1","1","8"
"Precinct 30 Committeewoman","WRITE-IN 501","","0","0","0","0","0","1","101","0"
"Precinct 31 Committeewoman","WRITE-IN 503","","1","0","3","0","4","1","1","8"
"Precinct 31 Committeewoman","Christina Hauck","Democratic","0","0","1","0","1","1","1","8"
"Precinct 31 Committeewoman","Melissa McCallay","Democratic","0","0","1","0","1","1","1","8"
"Precinct 31 Committeewoman","Barbara Yowell","Democratic","0","0","1","0","1","1","1","8"
"Precinct 31 Committeewoman","Dana Landes","Democratic","0","0","1","0","1","1","1","8"
"Precinct 31 Committeewoman","Heidi E Brewer","Republican","0","0","2","0","2","1","1","4"
"Precinct 31 Committeewoman","WRITE-IN 504","","0","0","2","0","2","1","1","4"
"Precinct 32 Committeewoman","WRITE-IN 506","","1","0","6","0","7","1","1","9"
"Precinct 32 Committeewoman","Eve Schifman","Democratic","0","0","1","0","1","1","1","9"
"Precinct 32 Committeewoman","Lori Kay Rabiola","Democratic","0","0","1","0","1","1","1","9"
"Precinct 32 Committeewoman","WRITE-IN 507","","0","0","0","0","0","1","101","0"
"Precinct 33 Committeewoman","Jenny Muller","Democratic","47","0","155","1","203","1","1","209"
"Precinct 33 Committeewoman","WRITE-IN 509","","0","0","3","0","3","1","1","209"
"Precinct 33 Committeewoman","Ashley Tippin","Democratic","0","0","1","0","1","1","1","209"
"Precinct 33 Committeewoman","Anne Tangaman","Democratic","0","0","1","0","1","1","1","209"
"Precinct 33 Committeewoman","Lisa Harris-Frydman","Democratic","0","0","1","0","1","1","1","209"
"Precinct 33 Committeewoman","WRITE-IN 510","","1","0","1","0","2","1","1","3"
"Precinct 33 Committeewoman","Glenda Robinson","Republican","0","0","1","0","1","1","1","3"
"Precinct 34 Committeewoman","WRITE-IN 512","","1","0","10","0","11","1","1","23"
"Precinct 34 Committeewoman","Cynthia Ebans","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Issy Tait","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Judy Irley","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Jacqlene Nance-Mengler","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Lisa Simpson","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Kristin Krug","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Anna Neill","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Julie Nelson","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Sally A. Howard","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Marcia Schulmeister","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Elli Daniels","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Kelly Rettig","Democratic","0","0","1","0","1","1","1","23"
"Precinct 34 Committeewoman","Nancy Keel","Republican","7","0","9","0","16","1","1","16"
"Precinct 34 Committeewoman","WRITE-IN 513","","0","0","0","0","0","1","1","16"
"Precinct 35 H10 Committeewoman","WRITE-IN 518","","1","0","4","0","5","1","1","8"
"Precinct 35 H10 Committeewoman","Amy Wykoff","Democratic","0","0","1","0","1","1","1","8"
"Precinct 35 H10 Committeewoman","Angela Gillaspie","Democratic","0","0","1","0","1","1","1","8"
"Precinct 35 H10 Committeewoman","Kate Kennedy","Democratic","0","0","1","0","1","1","1","8"
"Precinct 35 H10 Committeewoman","Sara E. DeFazio","Republican","0","0","5","0","5","1","1","6"
"Precinct 35 H10 Committeewoman","WRITE-IN 519","","0","0","1","0","1","1","1","6"
"Precinct 35 H10 Committeewoman","Constance D. Gilroy","Republican","0","0","0","0","0","1","1","6"
"Precinct 35 H46 Committeewoman","WRITE-IN 521","","5","0","3","0","8","1","1","16"
"Precinct 35 H46 Committeewoman","Xoe Cranberry","Democratic","0","0","2","0","2","1","1","16"
"Precinct 35 H46 Committeewoman","Haley Pederson","Democratic","0","0","1","0","1","1","1","16"
"Precinct 35 H46 Committeewoman","Hannah Allison-Natalie","Democratic","0","0","1","0","1","1","1","16"
"Precinct 35 H46 Committeewoman","Rose Gaynor","Democratic","0","0","1","0","1","1","1","16"
"Precinct 35 H46 Committeewoman","Beth Anne Heckler","Democratic","0","0","1","0","1","1","1","16"
"Precinct 35 H46 Committeewoman","Sharon Dwyer","Democratic","0","0","1","0","1","1","1","16"
"Precinct 35 H46 Committeewoman","Susan R. Smith","Democratic","0","0","1","0","1","1","1","16"
"Precinct 35 H46 Committeewoman","WRITE-IN 522","","0","0","1","0","1","1","1","1"
"Precinct 36 Committeewoman","WRITE-IN 524","","3","0","5","0","8","1","1","14"
"Precinct 36 Committeewoman","Morgan Haney","Democratic","0","0","1","0","1","1","1","14"
"Precinct 36 Committeewoman","Lilly Mason","Democratic","0","0","1","0","1","1","1","14"
"Precinct 36 Committeewoman","Samantha Jones","Democratic","0","0","1","0","1","1","1","14"
"Precinct 36 Committeewoman","Varecia Hezel","Democratic","0","0","1","0","1","1","1","14"
"Precinct 36 Committeewoman","Gary D. Brown","Democratic","1","0","0","0","1","1","1","14"
"Precinct 36 Committeewoman","Karyn Scott","Democratic","1","0","0","0","1","1","1","14"
"Precinct 36 Committeewoman","Diane E Thornton","Republican","6","0","20","0","26","1","1","27"
"Precinct 36 Committeewoman","WRITE-IN 525","","0","0","1","0","1","1","1","27"
"Precinct 37 Committeewoman","WRITE-IN 527","","2","0","6","0","8","1","1","16"
"Precinct 37 Committeewoman","Kaitlyn Snyder","Democratic","0","0","2","0","2","1","1","16"
"Precinct 37 Committeewoman","Jessica Burghart","Democratic","0","0","1","0","1","1","1","16"
"Precinct 37 Committeewoman","Pam Remiraz","Democratic","0","0","1","0","1","1","1","16"
"Precinct 37 Committeewoman","Kalie Hann","Democratic","0","0","1","0","1","1","1","16"
"Precinct 37 Committeewoman","Katherine Harvey","Democratic","0","0","1","0","1","1","1","16"
"Precinct 37 Committeewoman","Annie Cankastorga","Democratic","0","0","1","0","1","1","1","16"
"Precinct 37 Committeewoman","Melissa Oropeza","Democratic","0","0","1","0","1","1","1","16"
"Precinct 37 Committeewoman","WRITE-IN 528","","0","0","0","0","0","1","101","0"
"Precinct 38 H10 Committeewoman","WRITE-IN 530","","0","0","7","0","7","1","1","12"
"Precinct 38 H10 Committeewoman","Michelle Cadue","Democratic","0","0","1","0","1","1","1","12"
"Precinct 38 H10 Committeewoman","Ruth Vervynk","Democratic","0","0","1","0","1","1","1","12"
"Precinct 38 H10 Committeewoman","Elizabeth Chrisenten","Democratic","0","0","1","0","1","1","1","12"
"Precinct 38 H10 Committeewoman","Allison Ralstan","Democratic","0","0","1","0","1","1","1","12"
"Precinct 38 H10 Committeewoman","Teresa Kelly","Democratic","1","0","0","0","1","1","1","12"
"Precinct 38 H10 Committeewoman","Delores E. Steinbach","Republican","4","0","32","0","36","1","1","39"
"Precinct 38 H10 Committeewoman","WRITE-IN 531","","0","0","2","0","2","1","1","39"
"Precinct 38 H10 Committeewoman","Cynthia Yarnell","Republican","0","0","1","0","1","1","1","39"
"Precinct 38 H42 Committeewoman","Ruth E Goff","Democratic","7","0","22","1","30","1","1","31"
"Precinct 38 H42 Committeewoman","Dan Nitchals","Democratic","0","0","1","0","1","1","1","31"
"Precinct 38 H42 Committeewoman","WRITE-IN 1028","","0","0","0","0","0","1","1","31"
"Precinct 38 H42 Committeewoman","WRITE-IN 1027","","0","0","0","0","0","1","101","0"
"Precinct 39 Committeewoman","Peggy A. Robinson","Democratic","41","0","142","4","187","1","1","189"
"Precinct 39 Committeewoman","Violet K Jones","Democratic","0","0","1","0","1","1","1","189"
"Precinct 39 Committeewoman","WRITE-IN 533","","0","0","1","0","1","1","1","189"
"Precinct 39 Committeewoman","Wayne Propst","Republican","0","0","1","0","1","1","1","2"
"Precinct 39 Committeewoman","WRITE-IN 534","","0","0","1","0","1","1","1","2"
"Precinct 40 Committeewoman","WRITE-IN 536","","3","0","10","1","14","1","1","26"
"Precinct 40 Committeewoman","Sarah Bishop","Democratic","0","0","2","0","2","1","1","26"
"Precinct 40 Committeewoman","Julia Price","Democratic","0","0","1","0","1","1","1","26"
"Precinct 40 Committeewoman","Robyn Wagner","Democratic","0","0","1","0","1","1","1","26"
